date,mon,tue,wed,thu,fri,sat,sun,public_holiday,public_holiday_previous_day,total_outpatient,intro_outpatient,ER,bed_count,y
2024/8/29,0,0,0,1,0,0,0,0,0,563,18,11,262,22
2024/8/30,0,0,0,0,1,0,0,0,0,675,29,21,250,26
2024/8/31,0,0,0,0,0,1,0,0,0,179,5,14,251,22
2024/9/1,0,0,0,0,0,0,1,0,0,28,1,18,256,12
2024/9/2,1,0,0,0,0,0,0,0,0,732,35,20,276,41
2024/9/3,0,1,0,0,0,0,0,0,0,613,27,11,277,32
2024/9/4,0,0,1,0,0,0,0,0,0,740,34,20,290,35
2024/9/5,0,0,0,1,0,0,0,0,0,654,20,13,296,30
2024/9/6,0,0,0,0,1,0,0,0,0,675,14,6,278,15
2024/9/7,0,0,0,0,0,1,0,0,0,204,8,14,275,19
2024/9/8,0,0,0,0,0,0,1,0,0,25,4,9,279,16
2024/9/9,1,0,0,0,0,0,0,0,0,755,31,21,288,46
2024/9/10,0,1,0,0,0,0,0,0,0,633,28,13,285,31
2024/9/11,0,0,1,0,0,0,0,0,0,713,24,11,281,26
2024/9/12,0,0,0,1,0,0,0,0,0,574,27,10,281,29
2024/9/13,0,0,0,0,1,0,0,0,1,689,13,21,271,32
2024/9/14,0,0,0,0,0,1,0,1,0,196,6,15,273,20
2024/9/15,0,0,0,0,0,0,1,0,0,46,2,31,287,24
2024/9/16,1,0,0,0,0,0,0,0,0,109,2,21,295,21
2024/9/17,0,1,0,0,0,0,0,0,0,686,27,14,309,39
2024/9/18,0,0,1,0,0,0,0,0,0,752,19,6,302,20
2024/9/19,0,0,0,1,0,0,0,0,0,592,19,12,307,29
2024/9/20,0,0,0,0,1,0,0,0,1,728,27,11,294,20
2024/9/21,0,0,0,0,0,1,0,1,0,228,6,20,288,17
2024/9/22,0,0,0,0,0,0,1,0,0,49,5,27,301,22
2024/9/23,1,0,0,0,0,0,0,0,0,101,2,17,310,18
2024/9/24,0,1,0,0,0,0,0,0,0,676,37,15,313,29
2024/9/25,0,0,1,0,0,0,0,0,0,695,23,10,317,30
2024/9/26,0,0,0,1,0,0,0,0,0,558,25,6,310,26
2024/9/27,0,0,0,0,1,0,0,0,0,706,27,13,287,21
2024/9/28,0,0,0,0,0,1,0,0,0,175,1,14,284,14
2024/9/29,0,0,0,0,0,0,1,0,0,23,1,12,287,13
2024/9/30,1,0,0,0,0,0,0,0,0,781,36,17,285,38
2024/10/1,0,1,0,0,0,0,0,0,0,566,24,11,299,36
2024/10/2,0,0,1,0,0,0,0,0,0,698,39,9,296,22
2024/10/3,0,0,0,1,0,0,0,0,0,610,21,12,305,33
2024/10/4,0,0,0,0,1,0,0,0,0,647,14,12,303,24
2024/10/5,0,0,0,0,0,1,0,0,0,200,7,10,295,16
2024/10/6,0,0,0,0,0,0,1,0,0,24,3,15,297,13
2024/10/7,1,0,0,0,0,0,0,0,0,745,32,16,302,34
2024/10/8,0,1,0,0,0,0,0,0,0,591,27,19,306,29
2024/10/9,0,0,1,0,0,0,0,0,0,679,24,14,303,33
2024/10/10,0,0,0,1,0,0,0,0,0,578,24,14,301,30
2024/10/11,0,0,0,0,1,0,0,0,1,708,21,18,287,23
2024/10/12,0,0,0,0,0,1,0,1,0,218,5,22,286,20
2024/10/13,0,0,0,0,0,0,1,0,0,22,4,7,275,10
2024/10/14,1,0,0,0,0,0,0,0,0,94,3,16,285,19
2024/10/15,0,1,0,0,0,0,0,0,0,857,17,16,291,39
2024/10/16,0,0,1,0,0,0,0,0,0,909,36,16,301,38
2024/10/17,0,0,0,1,0,0,0,0,0,710,33,13,299,29
2024/10/18,0,0,0,0,1,0,0,0,0,664,35,15,295,31
2024/10/19,0,0,0,0,0,1,0,0,0,218,5,10,283,14
2024/10/20,0,0,0,0,0,0,1,0,0,33,6,17,274,13
2024/10/21,1,0,0,0,0,0,0,0,0,703,23,20,275,34
2024/10/22,0,1,0,0,0,0,0,0,0,619,31,11,276,28
2024/10/23,0,0,1,0,0,0,0,0,0,722,20,18,274,25
2024/10/24,0,0,0,1,0,0,0,0,0,572,33,16,275,33
2024/10/25,0,0,0,0,1,0,0,0,0,719,16,16,273,26
2024/10/26,0,0,0,0,0,1,0,0,0,186,2,19,269,15
2024/10/27,0,0,0,0,0,0,1,0,0,21,6,7,276,17
2024/10/28,1,0,0,0,0,0,0,0,0,722,21,11,290,38
2024/10/29,0,1,0,0,0,0,0,0,0,616,22,12,271,27
2024/10/30,0,0,1,0,0,0,0,0,0,715,28,19,276,28
2024/10/31,0,0,0,1,0,0,0,0,0,459,26,14,281,29
2024/11/1,0,0,0,0,1,0,0,0,1,734,25,17,288,25
2024/11/2,0,0,0,0,0,1,0,1,0,210,4,13,280,16
2024/11/3,0,0,0,0,0,0,1,0,0,38,1,19,290,20
2024/11/4,1,0,0,0,0,0,0,0,0,112,8,22,305,25
2024/11/5,0,1,0,0,0,0,0,0,0,696,35,14,309,33
2024/11/6,0,0,1,0,0,0,0,0,0,766,25,6,310,18
2024/11/7,0,0,0,1,0,0,0,0,0,614,29,13,303,30
2024/11/8,0,0,0,0,1,0,0,0,0,642,18,21,281,26
2024/11/9,0,0,0,0,0,1,0,0,0,184,1,14,275,12
2024/11/10,0,0,0,0,0,0,1,0,0,20,4,11,285,16
2024/11/11,1,0,0,0,0,0,0,0,0,751,32,9,280,29
2024/11/12,0,1,0,0,0,0,0,0,0,823,17,15,285,34
2024/11/13,0,0,1,0,0,0,0,0,0,766,23,11,283,27
2024/11/14,0,0,0,1,0,0,0,0,0,730,25,19,290,39
2024/11/15,0,0,0,0,1,0,0,0,0,815,22,21,300,40
2024/11/16,0,0,0,0,0,1,0,0,0,214,9,13,284,13
2024/11/17,0,0,0,0,0,0,1,0,0,44,6,28,284,20
2024/11/18,1,0,0,0,0,0,0,0,0,710,29,17,291,35
2024/11/19,0,1,0,0,0,0,0,0,0,621,23,7,285,24
2024/11/20,0,0,1,0,0,0,0,0,0,736,26,17,289,27
2024/11/21,0,0,0,1,0,0,0,0,0,611,13,12,278,25
2024/11/22,0,0,0,0,1,0,0,0,1,747,15,15,273,23
2024/11/23,0,0,0,0,0,1,0,1,0,72,2,18,266,12
2024/11/24,0,0,0,0,0,0,1,0,0,26,3,13,276,15
2024/11/25,1,0,0,0,0,0,0,0,0,812,30,16,290,43
2024/11/26,0,1,0,0,0,0,0,0,0,655,18,12,292,31
2024/11/27,0,0,1,0,0,0,0,0,0,755,33,15,289,28
2024/11/28,0,0,0,1,0,0,0,0,0,578,20,8,285,25
2024/11/29,0,0,0,0,1,0,0,0,0,705,19,14,270,21
2024/11/30,0,0,0,0,0,1,0,0,0,185,12,21,270,15
2024/12/1,0,0,0,0,0,0,1,0,0,34,3,13,283,24
2024/12/2,1,0,0,0,0,0,0,0,0,704,26,19,293,38
2024/12/3,0,1,0,0,0,0,0,0,0,597,24,23,298,29
2024/12/4,0,0,1,0,0,0,0,0,0,758,28,22,300,34
2024/12/5,0,0,0,1,0,0,0,0,0,627,26,14,308,35
2024/12/6,0,0,0,0,1,0,0,0,0,731,25,14,306,31
2024/12/7,0,0,0,0,0,1,0,0,0,207,7,14,304,20
2024/12/8,0,0,0,0,0,0,1,0,0,37,4,21,318,29
2024/12/9,1,0,0,0,0,0,0,0,0,682,33,9,312,30
2024/12/10,0,1,0,0,0,0,0,0,0,657,32,16,318,27
2024/12/11,0,0,1,0,0,0,0,0,0,740,31,14,320,33
2024/12/12,0,0,0,1,0,0,0,0,0,586,27,4,313,28
2024/12/13,0,0,0,0,1,0,0,0,0,736,19,8,303,31
2024/12/14,0,0,0,0,0,1,0,0,0,203,4,15,293,18
2024/12/15,0,0,0,0,0,0,1,0,0,33,3,17,296,20
2024/12/16,1,0,0,0,0,0,0,0,0,678,28,13,309,36
2024/12/17,0,1,0,0,0,0,0,0,0,701,17,14,313,28
2024/12/18,0,0,1,0,0,0,0,0,0,785,24,18,308,28
2024/12/19,0,0,0,1,0,0,0,0,0,687,17,24,312,40
2024/12/20,0,0,0,0,1,0,0,0,0,828,34,23,298,27
2024/12/21,0,0,0,0,0,1,0,0,0,258,2,24,301,29
2024/12/22,0,0,0,0,0,0,1,0,0,50,6,21,311,24
2024/12/23,1,0,0,0,0,0,0,0,0,863,36,14,310,32
2024/12/24,0,1,0,0,0,0,0,0,0,728,23,21,306,34
2024/12/25,0,0,1,0,0,0,0,0,0,830,19,20,308,36
2024/12/26,0,0,0,1,0,0,0,0,0,712,24,29,310,35
2024/12/27,0,0,0,0,1,0,0,0,0,773,25,15,314,33
2024/12/28,0,0,0,0,0,1,0,0,0,219,4,24,307,24
2024/12/29,0,0,0,0,0,0,1,0,0,53,2,17,304,15
2024/12/30,1,0,0,0,0,0,0,0,0,581,17,24,290,30
2024/12/31,0,1,0,0,0,0,0,0,0,106,11,38,302,27
2025/1/1,0,0,1,0,0,0,0,0,0,105,3,25,308,17
2025/1/2,0,0,0,1,0,0,0,0,0,81,1,11,313,12
2025/1/3,0,0,0,0,1,0,0,0,0,119,3,13,316,13
2025/1/4,0,0,0,0,0,1,0,0,0,203,5,8,316,12
2025/1/5,0,0,0,0,0,0,1,0,0,29,3,5,319,15
2025/1/6,1,0,0,0,0,0,0,0,0,708,23,13,325,28
2025/1/7,0,1,0,0,0,0,0,0,0,686,16,18,325,32
2025/1/8,0,0,1,0,0,0,0,0,0,773,21,8,321,21
2025/1/9,0,0,0,1,0,0,0,0,0,631,21,6,318,28
2025/1/10,0,0,0,0,1,0,0,0,0,797,29,12,308,29
2025/1/11,0,0,0,0,0,1,0,0,0,169,5,12,291,15
2025/1/12,0,0,0,0,0,0,1,0,0,31,1,18,288,9
2025/1/13,1,0,0,0,0,0,0,0,0,128,6,36,300,31
2025/1/14,0,1,0,0,0,0,0,0,0,665,31,18,302,29
2025/1/15,0,0,1,0,0,0,0,0,0,769,25,17,307,35
2025/1/16,0,0,0,1,0,0,0,0,0,613,22,16,320,39
2025/1/17,0,0,0,0,1,0,0,0,0,738,30,10,320,30
2025/1/18,0,0,0,0,0,1,0,0,0,211,3,10,299,12
2025/1/19,0,0,0,0,0,0,1,0,0,29,4,18,311,25
2025/1/20,1,0,0,0,0,0,0,0,0,767,28,17,319,29
2025/1/21,0,1,0,0,0,0,0,0,0,634,28,14,308,29
2025/1/22,0,0,1,0,0,0,0,0,0,723,16,16,318,26
2025/1/23,0,0,0,1,0,0,0,0,0,567,27,9,320,29
2025/1/24,0,0,0,0,1,0,0,0,0,662,26,11,306,27
2025/1/25,0,0,0,0,0,1,0,0,0,187,5,19,303,19
2025/1/26,0,0,0,0,0,0,1,0,0,33,4,14,305,17
2025/1/27,1,0,0,0,0,0,0,0,0,689,34,14,321,36
2025/1/28,0,1,0,0,0,0,0,0,0,556,23,11,319,34
2025/1/29,0,0,1,0,0,0,0,0,0,683,24,16,319,24
2025/1/30,0,0,0,1,0,0,0,0,0,534,20,20,312,29
2025/1/31,0,0,0,0,1,0,0,0,0,575,16,10,304
